2018-05-26 19:03:13.373259;hr50;state;0
2018-05-26 19:03:13.373652;sensor_1-node_b5;Vm;10499.624070368354
2018-05-26 19:03:13.373812;sensor_1-branch_19;I_real;0.17726471529971943
2018-05-26 19:03:13.373945;sensor_2-node_b5;Vm;10499.624070368354
2018-05-26 19:03:13.374073;sensor_2-branch_24;I_real;0.021456788354053017
2018-05-26 19:03:13.374196;sensor_3-node_b5;Vm;10499.624070368354
2018-05-26 19:03:13.374319;sensor_3-branch_25;I_real;0.09378379788543047
2018-05-26 19:03:13.374440;sensor_4-node_b5;Vm;10499.624070368354
2018-05-26 19:03:13.374560;sensor_4-branch_36;I_real;0.06202412896183024
2018-05-26 19:03:13.900744;sensor_1-node_b5;Vm;10499.624070368354
2018-05-26 19:03:13.902225;sensor_1-branch_19;I_real;0.17726471529971943
2018-05-26 19:03:13.903248;sensor_2-node_b5;Vm;10499.624070368354
2018-05-26 19:03:13.903801;sensor_2-branch_24;I_real;0.021456788354053017
2018-05-26 19:03:13.904074;sensor_3-node_b5;Vm;10499.624070368354
2018-05-26 19:03:13.904263;sensor_3-branch_25;I_real;0.09378379788543047
2018-05-26 19:03:13.904443;sensor_4-node_b5;Vm;10499.624070368354
2018-05-26 19:03:13.904615;sensor_4-branch_36;I_real;0.06202412896183024
2018-05-26 19:03:14.386480;sensor_1-node_b5;Vm;10499.624070368354
2018-05-26 19:03:14.386841;sensor_1-branch_19;I_real;0.17726471529971943
2018-05-26 19:03:14.387106;sensor_2-node_b5;Vm;10499.624070368354
2018-05-26 19:03:14.387261;sensor_2-branch_24;I_real;0.021456788354053017
2018-05-26 19:03:14.387401;sensor_3-node_b5;Vm;10499.624070368354
2018-05-26 19:03:14.387541;sensor_3-branch_25;I_real;0.09378379788543047
2018-05-26 19:03:14.387671;sensor_4-node_b5;Vm;10499.624070368354
2018-05-26 19:03:14.387798;sensor_4-branch_36;I_real;0.06202412896183024
2018-05-26 19:03:14.884656;sensor_1-node_b5;Vm;10499.624070368354
2018-05-26 19:03:14.885488;sensor_1-branch_19;I_real;0.17726471529971943
2018-05-26 19:03:14.886105;sensor_2-node_b5;Vm;10499.624070368354
2018-05-26 19:03:14.886340;sensor_2-branch_24;I_real;0.021456788354053017
2018-05-26 19:03:14.886498;sensor_3-node_b5;Vm;10499.624070368354
2018-05-26 19:03:14.886637;sensor_3-branch_25;I_real;0.09378379788543047
2018-05-26 19:03:14.886772;sensor_4-node_b5;Vm;10499.624070368354
2018-05-26 19:03:14.886905;sensor_4-branch_36;I_real;0.06202412896183024
2018-05-26 19:03:15.386659;sensor_1-node_b5;Vm;10499.624070368354
2018-05-26 19:03:15.387126;sensor_1-branch_19;I_real;0.17726471529971943
2018-05-26 19:03:15.387295;sensor_2-node_b5;Vm;10499.624070368354
2018-05-26 19:03:15.387521;sensor_2-branch_24;I_real;0.021456788354053017
2018-05-26 19:03:15.387804;sensor_3-node_b5;Vm;10499.624070368354
2018-05-26 19:03:15.388096;sensor_3-branch_25;I_real;0.09378379788543047
2018-05-26 19:03:15.388305;sensor_4-node_b5;Vm;10499.624070368354
2018-05-26 19:03:15.388490;sensor_4-branch_36;I_real;0.06202412896183024
2018-05-26 19:03:15.881177;sensor_1-node_b5;Vm;10499.624070368354
2018-05-26 19:03:15.881475;sensor_1-branch_19;I_real;0.17726471529971943
2018-05-26 19:03:15.881680;sensor_2-node_b5;Vm;10499.624070368354
2018-05-26 19:03:15.881864;sensor_2-branch_24;I_real;0.021456788354053017
