2018-05-28 10:34:26.226827;hr50;state;0
2018-05-28 10:34:26.227252;sensor_1-node_b5;Vm;10499.624070368354
2018-05-28 10:34:26.227475;sensor_1-branch_19;I_real;0.17726471529971943
2018-05-28 10:34:26.227659;sensor_2-node_b5;Vm;10499.624070368354
2018-05-28 10:34:26.227967;sensor_2-branch_24;I_real;0.021456788354053017
2018-05-28 10:34:26.228940;sensor_3-node_b5;Vm;10499.624070368354
2018-05-28 10:34:26.229352;sensor_3-branch_25;I_real;0.09378379788543047
2018-05-28 10:34:26.229513;sensor_4-node_b5;Vm;10499.624070368354
2018-05-28 10:34:26.229650;sensor_4-branch_36;I_real;0.06202412896183024
2018-05-28 10:34:26.729284;sensor_1-node_b5;Vm;10499.624070368354
2018-05-28 10:34:26.729602;sensor_1-branch_19;I_real;0.17726471529971943
2018-05-28 10:34:26.729820;sensor_2-node_b5;Vm;10499.624070368354
2018-05-28 10:34:26.730033;sensor_2-branch_24;I_real;0.021456788354053017
2018-05-28 10:34:26.730310;sensor_3-node_b5;Vm;10499.624070368354
2018-05-28 10:34:26.730555;sensor_3-branch_25;I_real;0.09378379788543047
2018-05-28 10:34:26.730896;sensor_4-node_b5;Vm;10499.624070368354
2018-05-28 10:34:26.731213;sensor_4-branch_36;I_real;0.06202412896183024
2018-05-28 10:34:27.224572;sensor_1-node_b5;Vm;10499.624070368354
2018-05-28 10:34:27.224851;sensor_1-branch_19;I_real;0.17726471529971943
2018-05-28 10:34:27.225026;sensor_2-node_b5;Vm;10499.624070368354
2018-05-28 10:34:27.225175;sensor_2-branch_24;I_real;0.021456788354053017
2018-05-28 10:34:27.225321;sensor_3-node_b5;Vm;10499.624070368354
2018-05-28 10:34:27.225465;sensor_3-branch_25;I_real;0.09378379788543047
2018-05-28 10:34:27.225605;sensor_4-node_b5;Vm;10499.624070368354
2018-05-28 10:34:27.225748;sensor_4-branch_36;I_real;0.06202412896183024
2018-05-28 10:34:27.721561;sensor_1-node_b5;Vm;10499.624070368354
2018-05-28 10:34:27.721843;sensor_1-branch_19;I_real;0.17726471529971943
2018-05-28 10:34:27.722176;sensor_2-node_b5;Vm;10499.624070368354
2018-05-28 10:34:27.722381;sensor_2-branch_24;I_real;0.021456788354053017
2018-05-28 10:34:27.722606;sensor_3-node_b5;Vm;10499.624070368354
2018-05-28 10:34:27.722864;sensor_3-branch_25;I_real;0.09378379788543047
